Spell Name;Description 1;Description 2;Description 3;Description 4;Description 5;Description 6;Description 7;Description 8;Description 9;Description 10;Description 11;Description 12;Extra;Mana Drain;WAR;CLR;PAL;RNG;SHD;DRU;MNK;BRD;ROG;SHM;NEC;WIZ;MAG;ENC;BST;Casting Time;Fizzle Time;Recovery Time;Indoor/Outdoor;Time;Location;Skill;Duration;Dur Formula;AoE Duration;Pos/Neg;Category;Attrib 1;Min 1;Max 1;Calc 1;Attrib 2;Min 2;Max 2;Calc 2;Attrib 3;Min 3;Max 3;Calc 3;Attrib 4;Min 4;Max 4;Calc 4;Attrib 5;Min 5;Max 5;Calc 5;Attrib 6;Min 6;Max 6;Calc 6;Attrib 7;Min 7;Max 7;Calc 7;Attrib 8;Min 8;Max 8;Calc 8;Attrib 9;Min 9;Max 9;Calc 9;Attrib 10;Min 10;Max 10;Calc 10;Attrib 11;Min 11;Max 11;Calc 11;Attrib 12;Min 12;Max 12;Calc 12;Reagent 1;Quantity 1;Reageant 2;Quantity 2;Reageant 3;Quantity 3;Reageant 4;Quantity 4;Focus 1;Focus 2;Resistance;Target;Resist Adj;Gem;Range;AoE Range;Back Range;Up Range;Spell ID;You Cast;Someone Casts;Cast on You;Cast on Someone;Spell Fades;
Agilmente`s Aria of Eagles;Levitate;;;;;;;;;;;;;0;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;3.0;0.0;0.0;;;None;Alteration;50;4;0;0;Bard Healing;Levitate;1;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;None;Full Group;15;2077;0;80;0;0;1328;;;The aria lifts you into the air.; is lifted into the air.;You stop floating.;
Angstlich`s Appalling Screech;Fear;;;;;;;;;;;;;0;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;3.0;0.0;0.0;;;None;Alteration;0;5;0;0;Bard Attack;Fear;1;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;Magic;Point Blank AoE;15;2083;0;25;0;0;1329;;;Your mind snaps in terror.; flees in terror.;You are no longer terrified.;
Selo`s Song of Travel;Increase Movement by 95% (L1);Invisibility;See Invisible;Levitate;;;;;;;;;;0;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;0.0;0.0;0.0;Outdoor;;None;Alteration;0;4;0;0;Bard Healing;Movement;95;65;;Invisibility;1;0;;See Invisible;1;0;;Levitate;1;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;None;Full Group;0;2010;0;250;0;0;1330;;;Your feet blur as they leave the ground.;;You land.;
Kilva's Skin of Flame;;Damage Shield from 1 (L1) to 31 (L60);;;;;;;;;;;;0;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;0.0;0.0;0.0;;;None;Instantaneous;0;9;0;0;48;Charisma;0;0;;Damage Shield;-1;0;min + level /  2;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;Fire;Self;0;2030;0;0;0;0;1331;;;Your skin beings steam.;'s skin begins to steam.;Your skin cools down.;
Cannibalize IV;Decrease Hit Points (HP) by 148 (L58);Increase Mana from 81 (L58) to 82 (L60);;;;;;;;;;;;0;61;61;61;61;61;61;61;61;61;58;61;61;61;61;61;2.50;2.50;3.0;;;None;Alteration;0;0;0;0;Divine;Hit Points (HP);-148;0;;Mana;52;82;min + level /  2;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;None;Self;25;2109;0;0;0;0;1332;;;Your body aches as your mind clears.; winces.;;
Bone Shatter;Summoning 24768;;;;;;;;;;;;;10;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;5.0;2.25;6.0;;;None;Conjuration;0;0;0;0;Summoning;Summon Item;24768;0;x 1;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;None;Self;25;2106;0;0;0;0;1333;You feel the bones of your enemy shatter beneath your hammer.;;You feel the bones of your enemy shatter beneath your hammer.;;;
Translocate: Group;Translocates target to their current bind point;;;;;;;;;;;;;600;61;61;61;61;61;61;61;61;61;61;61;52;61;61;61;20.0;2.25;8.0;;;None;Alteration;0;0;0;0;Invisi/Gate;Translocate;1;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;None;Full Group;10;2079;100;100;0;0;1334;;;; fades away.;;
Ring of Winter;Dragon Resistance;Decrease Current Hitpoints from 101 (L1) to 160 (L60);Stuns target for 2.5 (L1) seconds;;;;;;;;;;;0;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;0.0;0.0;20.0;;;None;Evocation;0;0;0;0;Frost Attack;Charisma;-6;0;;Current Hitpoints;-100;0;min + level;Stuns;2500;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;Cold;Point Blank AoE;0;2053;200;200;0;0;1335;;;You feel your skin freeze.;'s skin freezes.;;
Translocate: Fay;Translocates target to location -2023,-441 in Greater Faydark;;;;;;;;;;;;gfaydark;225;61;61;61;61;61;61;61;61;61;61;61;39;61;61;61;10.0;2.25;6.0;;;None;Alteration;0;0;0;0;Invisi/Gate;Translocate;-2023;0;;;-441;0;;;4;0;;;478;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;None;All;10;2123;100;0;0;0;1336;;;; fades away.;;
Translocate: Tox;Translocates target to location -1510,-916 in Toxxulia Forest;;;;;;;;;;;;tox;225;61;61;61;61;61;61;61;61;61;61;61;39;61;61;61;10.0;2.25;6.0;;;None;Alteration;0;0;0;0;Invisi/Gate;Translocate;-1510;0;;;-916;0;;;-33;0;;;243;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;None;All;10;2123;100;0;0;0;1337;;;; fades away.;;
Translocate: North;Translocates target to location -3685,1209 in Northern Plains of Karana;;;;;;;;;;;;northkarana;225;61;61;61;61;61;61;61;61;61;61;61;39;61;61;61;10.0;2.25;6.0;;;None;Alteration;0;0;0;0;Invisi/Gate;Translocate;-3685;0;;;1209;0;;;-5;0;;;256;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;None;All;10;2123;100;0;0;0;1338;;;; fades away.;;
Translocate: Combine;Translocates target to location 3047,9658 in The Dreadlands;;;;;;;;;;;;dreadlands;225;61;61;61;61;61;61;61;61;61;61;61;39;61;61;61;10.0;2.25;6.0;;;None;Alteration;0;0;0;0;Invisi/Gate;Translocate;3047;0;;;9658;0;;;1052;0;;;249;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;None;All;10;2123;100;0;0;0;1339;;;; fades away.;;
TravelerBoots;;Increase Movement by 35% (L1);;;;;;;;;;;;0;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;0.0;0.0;0.1;Outdoor;;None;Instantaneous;180;3;0;0;49;Charisma;0;0;;Movement;35;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;None;Self;25;2043;0;0;0;0;1340;;;Your feet feel quick.; begins to walk faster.;Your feet slow down.;
Speechless Fright;Target is frozen in fright;Cancel Magic + 9 levels;;;;;;;;;;;;0;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;0.0;0.0;24.0;;;None;Instantaneous;0;5;5;0;62;Fright;1;0;;Cancel Magic;9;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;Disease;Target Based AoE;0;2030;300;175;0;0;1341;; stammers in fear, unable to form words.;Your stammer in fear, unable to form words.; stammers in fear, unable to form words.;;
Test GLT;;;DoT for 1080 Hit Points (HP) in 9 ticks;;;;;;;;;;;550;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;8.0;2.50;10.0;;;None;Alteration;9;2;0;0;Pain;Charisma;0;0;;Charisma;0;0;;Hit Points (HP);-120;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;Magic;20;0;2116;200;200;0;0;1342;;;You feel your life force drain away.; staggers.;The bond fades.;
NPCAegolism;;Increase Total Hit Points by 1100 (L1);Increase Current Hitpoints by 1100 (L1);Increase Armor Class (AC) by 54 (L1);;;;;;;;;;0;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;0.0;0.0;0.0;;;None;Abjuration;1500;3;0;0;Buffing;Charisma;0;0;;Total Hit Points;1100;0;;Current Hitpoints;1100;0;;Armor Class (AC);180;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;Peridot;1;;1;;1;;1;;;None;All;0;2056;100;0;0;0;1343;;;You are filled with the power of Aegolism.;'s eye gleams with the power of Aegolism.;Your aegolism fades.;
Test GACD;;;Decrease Armor Class (AC) by 18 (L1);;;;;;;;;;;350;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;3.50;2.25;6.0;;;None;Alteration;15;8;0;0;Pain;Charisma;0;0;;Charisma;0;0;;Armor Class (AC);-60;60;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;Magic;20;25;2121;200;200;0;0;1344;;;You feel a shadow pass over you.; is surrounded by a vortex of shadows.;;
Test GATD;;;Decrease Attack (ATK) by 30 (L1);;;;;;;;;;;300;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;4.50;2.25;6.0;;;None;Alteration;15;8;0;0;Pain;Charisma;0;0;;Charisma;0;0;;Attack (ATK);-30;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;Magic;20;5;2121;200;200;0;0;1345;;;You feel a gutwrenching hatred.; is washed over by a wave of shadows.;The hatred departs.;
Test GSTRD;;Decrease Strength by 30 (L1);;Decrease Stamina by 30 (L1);;;;;;;;;;300;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;3.50;2.25;6.0;;;None;Alteration;0;6;0;0;Pain;Charisma;0;0;;Strength;-30;30;;Charisma;0;0;;Stamina;-30;30;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;Magic;20;25;2125;200;200;0;0;1346;;;You feel your strength dwindle.; weakens.;Your stolen strength fades.;
Test GMD;;;Decrease Mana by 300 (L1);;;;;;;;;;;600;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;6.0;2.50;60.0;;;None;Alteration;8;0;0;0;Pain;Charisma;0;0;;Charisma;0;0;;Mana;-300;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;Magic;20;0;2116;200;200;0;0;1347;;;You feel your life force drain away.; staggers.;The bond fades.;
Open Testing slot;;;;;;;;;;;;;;0;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;0.0;0.0;0.0;;;None;Alteration;0;0;0;0;Bugs/Misc;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;Disease;All;10;2054;200;0;0;0;1348;;;;;;
Hug;Increase Hit Points (HP) by 6 (L1);;;;;;;;;;;;;0;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;0.0;0.0;0.0;;;None;Alteration;0;4;0;0;Healing;Hit Points (HP);6;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;None;Self;5;2051;100;0;0;0;1349;; hugs their doll.;You hug your doll.; hugs their doll..;Your doll has forgotten you.;
Frostreaver's Blessing;Regeneration for 6000 Hit Points (HP) in 600 ticks;Damage Shield by 10 (L1);;;Increase Attack (ATK) by 10 (L1);;;;;;;;;0;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;0.0;0.0;0.0;;;None;Abjuration;600;3;0;0;Frost Attack;Hit Points (HP);10;0;;Damage Shield;-10;0;;Charisma;0;0;;Charisma;0;0;;Attack (ATK);10;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;Cold;Self;0;2053;100;0;0;0;1350;; is blessed by the spirits of ancient Coldain heroes.;You feel the blessing of ancient Coldain heroes.; is blessed by the spirits of ancient Coldain heroes.;The blessing leaves.;
Immunity;Divine Aura;;;;;;;;;;;;;0;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;1.0;2.25;900.0;;;None;Abjuration;3;3;0;0;Buffing;Divine Aura;1;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;None;Self;25;2045;0;0;0;0;1351;;;The gods have rendered you immune to all forms of damage.;;Your immunity fades.;
Hide in a can;Invisibility;;;;;;;;;;;;;0;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;1.0;2.25;0.0;;;None;Divination;50;3;0;0;-1;Invisibility;1;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;None;All;25;2115;100;0;0;0;1352;;;;;;
Mischief Castle Gate;Teleport to location -494,-393 in mischiefplane;;;;;;;;;;;;mischiefplane;150;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;7.0;2.25;10.0;;;None;Alteration;0;0;0;0;Invisi/Gate;Teleport;-494;0;;;-393;0;;;124;0;;;511;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;None;All;25;2112;100;0;0;0;1353;;;; fades away.;;
Mischief Entry Gate;Teleport to location -1410,-395 in mischiefplane;;;;;;;;;;;;mischiefplane;0;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;7.0;2.25;10.0;;;None;Alteration;0;0;0;0;Invisi/Gate;Teleport;-1410;0;;;-395;0;;;115;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;None;All;25;2112;100;0;0;0;1354;;;; fades away.;;
Contraction;Increase Shrinkage by 66% (L1);;;;;;;;;;;;;0;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;4.0;2.25;0.0;;;None;Alteration;0;0;0;0;Illusion;Shrinkage;66;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;None;All;25;2122;200;0;0;0;1355;;;You feel smaller.; shrinks.;You return to normal height.;
Frosty Death2;Decrease Hit Points (HP) by 500 (L1);Cancel Magic + 9 levels;;;;;;;;;;;;0;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;0.0;0.0;24.0;;;None;Instantaneous;0;0;0;0;Frost Attack;Hit Points (HP);-500;500;;Cancel Magic;9;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;Cold;Point Blank AoE;0;2019;0;60;0;0;1356;;;You are shredded by ice.; is shredded by ice.;;
Test Imbue;Summoning Imbue Diamond;;;;;;;;;;;;;100;61;61;61;61;61;61;61;29;61;61;61;61;61;61;61;3.0;2.25;0.0;;;None;Alteration;0;0;0;0;-1;Summon Item;22549;0;x 1;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;Diamond;1;;1;;1;;1;;;None;Self;25;2111;0;0;0;0;1357;;;;;;
Evenglow;Adding 6 Poison counters;Decrease Strength by 30 (L1);Decrease Dexterity by 30 (L1);Decrease Stamina by 50 (L1);;;;;;;;;;0;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;0.0;0.0;0.0;;;None;Instantaneous;300;3;0;0;-1;Poison;6;0;;Strength;-30;0;;Dexterity;-30;0;;Stamina;-50;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;Poison;Self;0;2049;20;0;0;0;1358;;;The effects of the mushroom leave your body in shock.; has eaten a poisonous mushroom.;The shock has worn off.;
Enchant Clay;Summoning 16896;;;;;;;;;;;;;60;61;61;61;61;61;61;61;61;61;61;61;61;61;8;61;6.0;2.25;0.0;;;None;Alteration;0;0;0;0;Summoning;Summon Item;16896;0;x 1;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;16902;1;;1;;1;;1;;;None;Self;25;2111;0;0;0;0;1359;;;;;;
Translocational Anchor;Anchors the NPC from Gating (3);;;;;;;;;;;;;650;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;0.50;30.0;30.0;;;None;Alteration;3;6;0;0;Invisi/Gate;Anchor;3;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;None;All;10;2123;200;0;0;0;1360;;;; has been hit by a translocational anchor.; is no longer anchored.;
Time Out;Stun;Divine Aura;;;;;;;;;;;;0;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;0.50;0.0;0.0;;;None;Instantaneous;60;3;0;0;Summoning;Stun;1;0;;Divine Aura;1;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;None;All;0;2106;1000;0;0;0;1361;; is placing someone on Time Out!;Time Out! Please use this time to reflect on your actions.; has been placed on "time out"  to reflect on their actions.;You may resume normal play.;
Mana Flare;Increase Mana by 150 (L1);Cures Blindness;;;;;;;;;;;;0;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;18.0;0.0;0.0;;;None;Instantaneous;4;6;0;0;Combustion;Mana;150;0;;Blinds;1;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;None;Self;0;0;0;0;0;0;1362;Flames of mana spout from your ring and engulf you.; is blinded by a manaflare.;You are blinded by a manaflare.;;The manaflare subsides.;
Greenmist;;Decrease Strength from 3 (L1) to 20 (L34) and adds it to yours;DoT for 120 Hit Points (HP) in 8 ticks and adds it to yours;Decrease Armor Class (AC) from 5 (L1) to 9 (L28) and adds it to yours;;;;;;;;;;0;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;0.0;0.0;0.0;;;None;Instantaneous;8;4;0;0;Diseased;Charisma;0;0;;Strength;-3;20;min + level /  2;Hit Points (HP);-15;0;;Armor Class (AC);-16;30;min + level /  2;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;Disease;Drain;0;0;60;0;0;0;1363;;;; becomes engulfed in a noxious cloud of green mist.;The green mist disperses.;
Garzicor's Vengeance;;DoT for 240 Hit Points (HP) in 8 ticks;Decrease Attack (ATK) by 20 (L1);;;;;;;;;;;100;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;0.30;2.50;5.0;;;None;Instantaneous;8;6;0;0;Frost Attack;Charisma;0;0;;Hit Points (HP);-30;0;;Attack (ATK);-20;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;Disease;All;0;0;60;0;0;0;1364;;;; screams as freezing ethereal mist swirls around them.;The ethereal mist disperses.;
Chill of Unlife;Very Hard to Resist;;DoT for 2250 Hit Points (HP) in 15 ticks;Decrease Attack Speed by 5% (L1);;;;;;;;;;100;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;0.0;2.50;5.0;;;None;Alteration;15;7;0;0;Frost Attack;Charisma;-5;0;;Charisma;0;0;;Hit Points (HP);-150;0;;Attack Speed;95;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;Cold;Point Blank AoE;0;0;200;75;0;0;1365;;;The chill of unlife wracks your body.; is wracked by the chill of unlife.;The chill subsides.;
Rage of the Sky;Decrease Hit Points (HP) from 133 (L1) to 179 (L24);;;;;;;;;;;;;0;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;0.0;0.0;0.0;;;None;Evocation;0;0;0;0;Striking;Hit Points (HP);-131;179;min + level *  2;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;None;All;25;2119;60;0;1;0;1366;;;You have been force struck.; has been force struck.;;
Fiery Might;Regeneration for 3000 Hit Points (HP) in 600 ticks;Damage Shield by 5 (L1);;;;;;;;;;;;0;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;0.0;0.0;0.0;;;None;Abjuration;600;3;0;0;Hand Skill;Hit Points (HP);5;0;;Damage Shield;-5;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;Fire;Self;0;2053;100;0;0;0;1367;;;You are enveloped by an aura of fiery might.; is enveloped by an aura of fiery might.;The aura  leaves you.;
Silver Skin;Increase Absorb Damage by 150 (L1);;;;;;;;;;;;;0;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;0.0;2.25;0.0;;;None;Abjuration;360;3;0;0;Buffing;Absorb Damage;150;0;;Charisma;0;0;;Charisma;0;0;;Charisma;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;None;Self;25;2056;100;0;0;0;1368;;;Your skin takes on a silvery hue.;'s skin takes on a silvery hue.;The silvery hue fades.;
Poisonous Chill;Decrease Hit Points (HP) by 85 (L1);;;;;;;;;;;;;0;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;0.0;0.0;12.0;;;None;Instantaneous;0;0;0;0;Poison;Hit Points (HP);-85;85;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;Poison;All;0;2119;200;0;1;0;1369;;;You have been injected with a chilling poison.; has been injected with a chilling poison.;;
Pathing Fear;Fear;;;;;;;;;;;;;0;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;0.50;2.25;7.0;;;None;Alteration;25;3;0;0;Fear;Fear;1;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;None;All;15;2116;200;0;0;0;1370;;;Your mind fills with fear.; looks very afraid.;You are no longer afraid.;
Translocate: Nek;Translocates target to location 432,-772 in Nektulus Forest;;;;;;;;;;;;nektulos;225;61;61;61;61;61;61;61;61;61;61;61;44;61;61;61;10.0;2.25;6.0;;;None;Alteration;0;0;0;0;Invisi/Gate;Translocate;432;0;;;-772;0;;;35;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;Small Portal Fragments;1;;1;;1;;1;;;None;All;25;2123;100;0;0;0;1371;;;; fades away.;;
Translocate: Common;Translocates target to location 1,1841 in West Commonlands;;;;;;;;;;;;commons;225;61;61;61;61;61;61;61;61;61;61;61;44;61;61;61;10.0;2.25;6.0;;;None;Alteration;0;0;0;0;Invisi/Gate;Translocate;1;0;;;1841;0;;;-13;0;;;384;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;Small Portal Fragments;1;;1;;1;;1;;;None;All;25;2123;100;0;0;0;1372;;;; fades away.;;
Translocate: Ro;Translocates target to location 1377,823 in Northern Desert of Ro;;;;;;;;;;;;nro;225;61;61;61;61;61;61;61;61;61;61;61;44;61;61;61;10.0;2.25;6.0;;;None;Alteration;0;0;0;0;Invisi/Gate;Translocate;1377;0;;;823;0;;;14;0;;;194;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;Small Portal Fragments;1;;1;;1;;1;;;None;All;25;2123;100;0;0;0;1373;;;; fades away.;;
Translocate: West;Translocates target to location -3569,-14815 in Western Plains of Karana;;;;;;;;;;;;qey2hh1;225;61;61;61;61;61;61;61;61;61;61;61;44;61;61;61;10.0;2.25;6.0;;;None;Alteration;0;0;0;0;Invisi/Gate;Translocate;-3569;0;;;-14815;0;;;36;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;Small Portal Fragments;1;;1;;1;;1;;;None;All;25;2123;100;0;0;0;1374;;;; fades away.;;
Translocate: Cazic;Translocates target to location 253,-466 in Lost Temple of Cazic Thule;;;;;;;;;;;;cazicthule;225;61;61;61;61;61;61;61;61;61;61;61;44;61;61;61;10.0;2.25;6.0;;;None;Alteration;0;0;0;0;Invisi/Gate;Translocate;253;0;;;-466;0;;;23;0;;;102;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;Small Portal Fragments;1;;1;;1;;1;;;None;All;25;2123;100;0;0;0;1375;;;; fades away.;;
Shroud of Undeath;See spell number 1470 for more information;Illusion: Skeleton;;;;;;;;;;;;100;61;61;61;61;55;61;61;61;61;61;61;61;61;61;61;3.0;2.25;6.0;;;None;Alteration;200;3;0;0;Divine;See Spell Number;1470;0;;Illusion;60;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;None;Self;10;2108;0;0;0;0;1376;;;A nimbus of deathly darkness covers your body.;'s body is surrounded by a nimbus of deathly darkness.;;
Primal Avatar;Increase Strength by 100 (L60);Increase Dexterity by 100 (L60);Increase Attack (ATK) by 100 (L60);Increase Agility by 100 (L60);;;;;;;;;;325;61;61;61;61;61;61;61;61;61;60;61;61;61;61;61;3.0;2.25;180.0;;;None;Alteration;0;7;0;0;Attributes;Strength;100;0;;Dexterity;100;0;;Attack (ATK);100;0;;Agility;100;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;0;0;;;1;;1;;1;;1;;;None;All;0;2124;100;0;0;0;1377;; summons power.;Your body screams with the power of an Avatar.; has been infused with the power of an Avatar.;The Avatar departs.;
