'Test''Test1''Spell Name','Description 1','Description 2','Description 3','Description 4','Extra','Mana Drain','WAR','CLR','PAL','RNG','SHD','DRU','MNK','BRD','ROG','SHM','NEC','WIZ','MAG','ENC','Casting Time','Fizzle Time','Recovery Time','Indoor/Outdoor','Location','Skill','Duration','Dur Formula','AoE Duration','Pos/Neg','Category','Attrib 1','Min 1','Max 1','Calc 1','Attrib 2','Min 2','Max 2','Calc 2','Attrib 3','Min 3','Max 3','Calc 3','Attrib 4','Min 4','Max 4','Calc 4','Reagent 1','Quantity 1','Reageant 2','Quantity 2','Reageant 3','Quantity 3','Reageant 4','Quantity 4','Focus 1','Focus 2','Resistance','Target','Resist Adj','Gem','Range','AoE Range','Back Range','Up Range'
'Soothe','Change Frenzy Radius to 10 feet','Change Reaction Radius to 10 feet','Lower Aggression','','','30','61','9','30','61','61','61','61','61','61','61','61','61','61','8','2.0','2.25','4.0','','None','Alteration','25','8','0.0','44','Calm','Frenzy Radius','10','0','','Reaction Radius','10','0','','Lower Aggression','0','0','','','0','0','','','1','','1','','1','','1','','','Magic','All','25','2059','200','0','0','0',
'Bind Sight','Bind Sight','Increase Stamina Loss by 2 (L8)','','','','15','61','61','61','22','61','61','61','61','61','61','61','16','61','8','4.0','2.25','10.0','','None','Divination','0','9','0.0','43','Magic/Light','Bind Sight','1','0','','Stamina Loss','2','0','','','0','0','','','0','0','','','1','','1','','1','','1','','','None','All','25','2115','10000','0','0','0',
'Lesser Summoning: Air','Summons a Air Elemental Type 6','','','','SumAirR6','200','61','61','61','61','61','61','61','61','61','61','61','61','20','61','10.0','2.25','0.0','','None','Conjuration','0','0','0.0','43','Summoning','Summon Pet','1','0','','','0','0','','','0','0','','','0','0','','Malachite','1','','1','','1','','1','Broom of Trilon','','None','Self','25','2106','0','0','0','0',
'Lesser Summoning: Fire','Summons a Fire Elemental Type 6','','','','SumFireR6','200','61','61','61','61','61','61','61','61','61','61','61','61','20','61','10.0','2.25','0.0','','None','Conjuration','0','0','0.0','43','Summoning','Summon Pet','1','0','','','0','0','','','0','0','','','0','0','','Malachite','1','','1','','1','','1','Torch of Alna','','None','Self','25','2106','0','0','0','0',
'Lesser Summoning: Water','Summons a Water Elemental Type 6','','','','SumWaterR6','200','61','61','61','61','61','61','61','61','61','61','61','61','20','61','10.0','2.25','0.0','','None','Conjuration','0','0','0.0','43','Summoning','Summon Pet','1','0','','','0','0','','','0','0','','','0','0','','Malachite','1','','1','','1','','1','Stein of Ulissa','','None','Self','25','2106','0','0','0','0',
'Lesser Summoning: Earth','Summons a Earth Elemental Type 6','','','','SumEarthR6','200','61','61','61','61','61','61','61','61','61','61','61','61','20','61','10.0','2.25','0.0','','None','Conjuration','0','0','0.0','43','Summoning','Summon Pet','1','0','','','0','0','','','0','0','','','0','0','','Malachite','1','','1','','1','','1','Shovel of Ponz','','None','Self','25','2106','0','0','0','0',
'Cackling Bones','Summons a Skeleton Type 32','','','','Skeleton232','450','61','61','61','61','58','61','61','61','61','61','44','61','61','61','15.0','2.25','0.0','','None','Conjuration','0','0','0.0','43','Summoning','Summon Skeleton','1','0','','','0','0','','','0','0','','','0','0','','Bone Chips','2','','1','','1','','1','','','None','Self','5','2106','0','0','0','0',
'Invoke Shadow','Summons a Skeleton Type 26','','','','Skeleton226','340','61','61','61','61','61','61','61','61','61','61','34','61','61','61','13.0','2.25','0.0','','None','Conjuration','0','0','0.0','43','Summoning','Summon Skeleton','1','0','','','0','0','','','0','0','','','0','0','','Bone Chips','1','','1','','1','','1','','','None','Self','25','2106','0','0','0','0',
'Haunting Corpse','Summons a Skeleton Type 20','','','','Skeleton220','240','61','61','61','61','61','61','61','61','61','61','24','61','61','61','11.0','2.25','0.0','','None','Conjuration','0','0','0.0','43','Summoning','Summon Skeleton','1','0','','','0','0','','','0','0','','','0','0','','Bone Chips','2','','1','','1','','1','','','None','Self','25','2106','0','0','0','0',
'Restless Bones','Summons a Skeleton Type 14','','','','Skeleton214','160','61','61','61','61','30','61','61','61','61','61','16','61','61','61','9.0','2.25','0.0','','None','Conjuration','0','0','0.0','43','Summoning','Summon Skeleton','1','0','','','0','0','','','0','0','','','0','0','','Bone Chips','2','','1','','1','','1','','','None','Self','25','2106','0','0','0','0',
'Leering Corpse','Summons a Skeleton Type 4','','','','Skeleton104','40','61','61','61','61','9','61','61','61','61','61','4','61','61','61','6.0','2.25','9.50','','None','Conjuration','0','0','0.0','43','Summoning','Summon Skeleton','1','0','','','0','0','','','0','0','','','0','0','','Bone Chips','2','','1','','1','','1','','','None','Self','25','2106','0','0','0','0',
'Enveloping Roots','Decrease Current Hitpoints from 88 (L39) to 110 (L50)','Root','','','','80','61','61','61','60','61','39','61','61','61','61','61','61','61','61','1.75','2.50','0.0','','None','Alteration','10','8','0.0','44','Root','Current Hitpoints','-10','110','min + level *  2','Movement','-10000','0','','','0','0','','','0','0','','','1','','1','','1','','1','','','Magic','All','15','2057','200','0','0','0',
'Sympathetic Aura','Increase Charisma from 16 (L20) to 18 (L24)','','','','','40','61','61','61','61','61','61','61','61','61','61','61','61','61','20','5.0','2.25','0.0','','None','Alteration','360','3','0.0','43','Attributes','Charisma','6','18','min + level /  2','','0','0','','','0','0','','','0','0','','','1','','1','','1','','1','','','None','All','25','2124','100','0','0','0',
'Symbol of Naltron','','','Increase Total Hit Points from 406 (L44) to 525 (L50)','Increase Current Hitpoints from 406 (L44) to 525 (L50)','','315','61','44','58','61','61','61','61','61','61','61','61','61','61','61','5.0','2.50','0.0','','None','Abjuration','540','3','0.0','42','Buffing','Charisma','0','0','','Charisma','0','0','','Total Hit Points','406','525','min + ( level - base ) * 20','Current Hitpoints','406','525','min + ( level - base ) * 20','Peridot','1','','1','','1','','1','','','None','All','5','2056','100','0','0','0',
'Symbol of Pinzarn','','','Increase Total Hit Points from 224 (L34) to 307 (L41)','Increase Current Hitpoints from 224 (L34) to 307 (L41)','','200','61','34','49','61','61','61','61','61','61','61','61','61','61','61','4.50','2.50','0.0','','None','Abjuration','450','3','0.0','42','Buffing','Charisma','0','0','','Charisma','0','0','','Total Hit Points','224','307','min + ( level - base ) * 12','Current Hitpoints','224','307','min + ( level - base ) * 12','Jasper','1','','1','','1','','1','','','None','All','25','2056','100','0','0','0',
'Symbol of Ryltan','','','Increase Total Hit Points from 94 (L24) to 158 (L31)','Increase Current Hitpoints from 94 (L24) to 158 (L31)','','111','61','24','39','61','61','61','61','61','61','61','61','61','61','61','4.0','2.50','0.0','','None','Abjuration','360','3','0.0','42','Buffing','Charisma','0','0','','Charisma','0','0','','Total Hit Points','94','158','min + ( level - base ) * 10','Current Hitpoints','94','158','min + ( level - base ) * 10','Bloodstone','1','','1','','1','','1','','','None','All','25','2056','100','0','0','0',
'Symbol of Transal','','','Increase Total Hit Points from 34 (L14) to 73 (L21)','Increase Current Hitpoints from 34 (L14) to 73 (L21)','','55','61','14','30','61','61','61','61','61','61','61','61','61','61','61','3.50','2.50','0.0','','None','Abjuration','270','3','0.0','42','Buffing','Charisma','0','0','','Charisma','0','0','','Total Hit Points','34','73','min + ( level - base ) *  6','Current Hitpoints','34','73','min + ( level - base ) *  6','Cat's Eye Agate','1','','1','','1','','1','','','None','All','25','2056','100','0','0','0',
'Rune IV','Increase Absorb Damage from 305 (L44) to 394 (L50)','','','','','236','61','61','61','61','61','61','61','61','61','61','61','61','61','44','5.0','2.25','0.0','','None','Abjuration','900','3','0.0','42','Buffing','Absorb Damage','305','394','min + ( level - base ) * 15','Charisma','0','0','','Charisma','0','0','','Charisma','0','0','','Peridot','1','','1','','1','','1','','','None','All','5','2056','100','0','0','0',
'Rune III','Increase Absorb Damage from 168 (L34) to 230 (L41)','','','','','149','61','61','61','61','61','61','61','61','61','61','61','61','61','34','4.50','2.25','0.0','','None','Abjuration','720','3','0.0','42','Buffing','Absorb Damage','168','230','min + ( level - base ) * 10','Charisma','0','0','','Charisma','0','0','','Charisma','0','0','','Jasper','1','','1','','1','','1','','','None','All','25','2056','100','0','0','0',
'Rune II','Increase Absorb Damage from 71 (L24) to 118 (L30)','','','','','83','61','61','61','61','61','61','61','61','61','61','61','61','61','24','4.0','2.25','0.0','','None','Abjuration','540','3','0.0','42','Buffing','Absorb Damage','71','118','min + ( level - base ) *  8','Charisma','0','0','','Charisma','0','0','','Charisma','0','0','','Bloodstone','1','','1','','1','','1','','','None','All','25','2056','100','0','0','0',
'Rune I','Increase Absorb Damage from 27 (L16) to 55 (L21)','','','','','41','61','61','61','61','61','61','61','61','61','61','61','61','61','16','3.50','2.25','0.0','','None','Abjuration','360','3','0.0','42','Buffing','Absorb Damage','27','55','min + ( level - base ) *  6','Charisma','0','0','','Charisma','0','0','','Charisma','0','0','','Cat's Eye Agate','1','','1','','1','','1','','','None','All','25','2056','100','0','0','0',
'Atone','Wipe Hate List','','','','','60','61','34','61','61','61','61','61','61','61','61','61','61','61','61','4.50','2.25','12.0','','None','Alteration','0','0','0.0','42','Mem Blur','Wipe Hate List','1','0','','','0','0','','','0','0','','','0','0','','','1','','1','','1','','1','','','Magic','All','25','2059','200','0','0','0',
'Inferno Shield','Damage Shield from 13 (L29) to 15 (L36)','Increase Fire Resist by 20 (L29)','','','','80','61','61','61','61','61','61','61','61','61','61','61','61','29','61','3.50','2.25','0.0','','None','Abjuration','0','2','0.0','42','Fire Attack','Damage Shield','-6','15','min + level /  4','Fire Resist','20','0','','','0','0','','','0','0','','','1','','1','','1','','1','','','Fire','All','25','2041','100','0','0','0',
'Breath of the Dead','Water Breathing','','','','','45','61','61','61','61','49','61','61','61','61','61','24','61','61','61','2.50','2.25','0.0','','None','Alteration','270','3','0.0','43','Magic/Light','Water Breathing','1','0','','','0','0','','','0','0','','','0','0','','Fish Scales','1','','1','','1','','1','','','None','Self','25','2110','0','0','0','0',
'Fire Bolt','Decrease Hit Points (HP) from 45 (L8) to 51 (L14)','','','','','40','61','61','61','61','61','61','61','61','61','61','61','8','61','61','2.25','2.50','0.0','','None','Evocation','0','0','0.0','44','Combustion','Hit Points (HP)','-37','51','min + level','','0','0','','','0','0','','','0','0','','','1','','1','','1','','1','','','Fire','Projectile Aim','25','2052','300','0','0','0',
'VampiricEmbraceEffect','Decrease Hit Points (HP) from 5 (L1) to 10 (L20) and adds it to yours','','','','','0','61','61','61','61','61','61','61','61','61','61','61','61','61','61','0.0','0.0','0.0','','None','Instantaneous','0','0','0.0','44','Lifeforce','Hit Points (HP)','-5','10','min + level /  4','','0','0','','','0','0','','','0','0','','','1','','1','','1','','1','','','Magic','Drain','0','2116','0','0','0','0',
'Fear2','Stuns target for 6.0 (L4) seconds','','','','','40','61','9','61','61','15','61','61','61','61','61','4','61','61','4','3.50','2.25','7.0','','None','Alteration','0','0','0.0','44','Fear','Stuns','6000','0','','','0','0','','','0','0','','','0','0','','','1','','1','','1','','1','','','Magic','All','25','2116','200','0','0','0',
'Radius of Fear2','Stuns target for 6.0 (L24) seconds','','','','','120','61','24','61','61','61','61','61','61','61','61','61','61','61','61','4.50','2.25','9.0','','None','Alteration','0','0','0.0','44','Fear','Stuns','6000','0','','','0','0','','','0','0','','','0','0','','','1','','1','','1','','1','','','Magic','All','25','2083','200','10','0','0',
'Invoke Fear2','Stuns target for 18.0 (L34) seconds','','','','','120','61','39','61','61','61','61','61','61','61','61','34','61','61','39','4.50','2.25','9.0','','None','Alteration','0','0','0.0','44','Fear','Stuns','18000','0','','','0','0','','','0','0','','','0','0','','','1','','1','','1','','1','','','Magic','All','15','2116','200','0','0','0',
'Inspire Fear2','Stuns target for 12.0 (L16) seconds','','','','','80','61','24','61','61','61','61','61','61','61','61','61','61','61','16','4.0','2.25','8.0','','None','Alteration','0','0','0.0','44','Fear','Stuns','12000','0','','','0','0','','','0','0','','','0','0','','','1','','1','','1','','1','','','Magic','All','25','2116','200','0','0','0',
'Thunderclap','Decrease Hit Points (HP) from 222 (L34) to 232 (L38)','Stuns target','','','','175','61','61','61','61','61','61','61','61','61','61','61','34','61','61','3.15','2.50','12.0','','None','Evocation','0','0','0.0','44','Striking','Hit Points (HP)','-120','232','min + level *  3','Stuns','1','0','','','0','0','','','0','0','','','1','','1','','1','','1','','','Magic','Point Blank AoE','25','2088','0','20','10','0',
'Thunder Strike','Decrease Hit Points (HP) from 247 (L29) to 263 (L35)','Stuns target','','','','150','61','61','61','61','61','61','61','61','61','61','61','29','61','61','3.60','2.50','12.0','','None','Evocation','0','0','0.0','44','Striking','Hit Points (HP)','-160','263','min + level *  3','Stuns','1','0','','','0','0','','','0','0','','','1','','1','','1','','1','','','Magic','All','25','2121','200','0','15','0',
'Lava Storm','Decrease Hit Points (HP) by 128 (L34)','','','','','200','61','61','61','61','61','61','61','61','61','61','61','34','61','61','4.50','2.50','12.0','','None','Evocation','0','0','0.0','43','DoT','Hit Points (HP)','-128','0','','','0','0','','','0','0','','','0','0','','','1','','1','','1','','1','','','Fire','NPC','25','2063','150','25','0','0',
'Energy Storm','Decrease Hit Points (HP) by 96 (L29)','','','','','162','61','61','61','61','61','61','61','61','61','61','61','29','61','61','4.10','2.50','12.0','','None','Evocation','0','0','0.0','43','DoT','Hit Points (HP)','-96','0','','','0','0','','','0','0','','','0','0','','','1','','1','','1','','1','','','Magic','NPC','25','2130','150','25','0','0',
'Lightning Storm','Decrease Hit Points (HP) by 75 (L24)','','','','','137','61','61','61','61','61','61','61','61','61','61','61','24','61','61','3.60','2.50','12.0','','None','Evocation','0','0','0.0','43','DoT','Hit Points (HP)','-75','75','','','0','0','','','0','0','','','0','0','','','1','','1','','1','','1','','','Magic','NPC','25','2132','150','25','0','0',
'Lightning Shock','Decrease Hit Points (HP) from 381 (L39) to 405 (L45)','','','','','180','61','61','61','61','61','61','61','61','61','61','61','39','61','61','4.80','2.50','0.0','','None','Evocation','0','0','0.0','44','Striking','Hit Points (HP)','-225','405','min + level *  4','','0','0','','','0','0','','','0','0','','','1','','1','','1','','1','','','Magic','All','15','2121','200','0','0','0',
